"0","0","0","324.51"
"1","0","1","432.70"
"2","0","2","129.79"
"3","0","3","401.58"
"4","0","4","259.16"
"5","0","5","22.92"
"6","0","6","342.15"
"7","0","7","472.14"
"8","0","8","421.83"
"9","0","9","179.41"
"10","0","10","175.69"
"11","0","11","146.64"
"12","0","12","163.63"
"13","0","13","115.72"
"14","0","14","23.28"
"15","0","15","211.23"
"16","0","16","185.08"
"17","0","17","454.22"
"18","0","18","246.12"
"19","0","19","129.91"
"20","0","20","169.22"
"21","0","21","436.44"
"22","0","22","179.35"
"23","0","23","389.33"
"24","0","24","42.22"
"25","0","25","222.01"
"26","0","26","349.40"
"27","0","27","488.59"
"28","0","28","257.01"
"29","0","29","347.55"
"30","0","30","26.48"
"31","0","31","303.08"
"32","0","32","143.84"
"33","0","33","315.17"
"34","0","34","31.25"
"35","0","35","242.65"
"36","0","36","5.86"
"37","0","37","351.52"
"38","0","38","312.61"
"39","0","39","43.48"
"40","0","40","226.52"
"41","0","41","424.38"
"42","0","42","460.56"
"43","0","43","396.90"
"44","0","44","160.32"
"45","0","45","204.70"
"46","0","46","249.09"
"47","0","47","153.66"
"48","0","48","163.53"
"49","0","49","437.87"
"50","0","50","371.46"
"51","0","51","382.81"
"52","0","52","93.98"
"53","0","53","416.43"
"54","0","54","139.22"
"55","0","55","481.60"
"56","0","56","467.61"
"57","0","57","282.28"
"58","0","58","16.33"
"59","0","59","321.90"
"60","0","60","198.66"
"61","0","61","171.79"
"62","0","62","311.53"
"63","0","63","170.77"
"64","0","64","473.23"
"65","0","65","299.69"
"66","0","66","423.05"
"67","0","67","333.58"
"68","0","68","39.24"
"69","0","69","212.66"
"70","0","70","322.09"
"71","0","71","325.93"
"72","0","72","168.13"
"73","0","73","431.22"
"74","0","74","463.47"
"75","0","75","60.19"
"76","0","76","293.04"
"77","0","77","138.55"
"78","0","78","224.14"
"79","0","79","65.59"
"80","0","80","134.07"
"81","0","81","351.64"
"82","0","82","25.84"
"83","0","83","160.71"
"84","0","84","408.91"
"85","0","85","175.19"
"86","0","86","314.58"
"87","0","87","140.68"
"88","0","88","68.81"
"89","0","89","273.90"
"90","0","90","339.19"
"91","0","91","385.54"
"92","0","92","382.82"
"93","0","93","463.81"
"94","0","94","227.15"
"95","0","95","259.95"
"96","0","96","85.76"
"97","0","97","262.35"
"98","0","98","267.83"
"99","0","99","158.45"
"100","0","100","246.84"
"101","0","101","91.93"
"102","0","102","312.23"
"103","0","103","209.66"
"104","0","104","355.21"
"105","0","105","58.72"
"106","0","106","343.96"
"107","0","107","188.46"
"108","0","108","220.71"
"109","0","109","476.06"
"110","0","110","9.82"
"111","0","111","413.37"
"112","0","112","452.22"
"113","0","113","354.60"
"114","0","114","367.72"
"115","0","115","258.28"
"116","0","116","305.76"
"117","0","117","252.46"
"118","0","118","260.75"
