"0","81","1139","2013-12-15 06:10:22"
"1","86","115","1980-07-14 21:26:28"
"2","10","1531","2002-01-27 00:47:29"
"3","81","1800","2012-04-11 07:44:16"
"4","1","944","1973-04-14 04:19:54"
"5","21","540","2019-12-04 18:26:53"
"6","75","1150","1992-02-27 20:02:44"
"7","44","625","1995-04-08 06:09:34"
"8","97","1634","2020-05-06 08:20:35"
"9","89","433","1990-11-20 01:16:51"
"10","8","547","1983-02-22 06:02:46"
"11","34","831","1978-11-21 10:21:08"
"12","95","1420","1991-12-31 17:01:56"
"13","69","1056","2023-05-04 06:06:01"
"14","86","254","1985-06-23 02:32:17"
"15","44","93","2016-01-22 15:36:33"
"16","28","33","1978-04-13 15:39:14"
"17","0","1582","2013-05-01 18:55:28"
"18","53","1583","2006-11-15 20:48:34"
"19","8","1045","1989-05-14 10:50:45"
"20","18","1244","2002-04-14 20:01:33"
"21","80","1753","2011-12-20 20:23:37"
"22","20","675","2018-05-19 11:52:24"
"23","77","1373","2011-06-08 08:23:02"
"24","19","873","2010-07-28 21:14:17"
"25","61","251","2000-12-01 18:40:37"
"26","24","522","2016-01-05 18:22:55"
"27","83","1577","1989-11-11 00:11:10"
"28","39","1406","1991-05-10 21:40:22"
"29","89","1122","1990-02-02 22:14:55"
"30","32","1724","1989-01-09 01:00:28"
"31","59","1774","1988-11-15 16:41:47"
"32","4","91","1976-05-14 15:53:40"
"33","50","997","1972-01-25 23:12:15"
"34","39","854","1989-02-16 09:27:22"
"35","72","1315","2006-05-27 22:16:47"
"36","26","1230","1970-04-29 16:12:53"
"37","18","1149","1972-11-03 20:44:27"
"38","49","1418","1992-02-16 00:43:33"
"39","30","377","2008-05-26 18:45:53"
"40","23","1318","2019-04-04 13:20:52"
"41","90","1941","1979-01-06 06:54:39"
"42","24","29","2013-06-11 16:16:31"
"43","5","1284","2007-01-13 18:50:14"
"44","96","58","2020-09-28 05:25:37"
"45","49","412","1995-03-21 09:12:00"
"46","41","234","1978-12-26 14:13:58"
"47","16","1795","2009-10-12 01:39:17"
"48","9","1553","1971-07-08 21:23:46"
"49","92","273","1972-06-12 14:05:42"
"50","19","878","2022-06-18 13:14:50"
"51","74","790","1979-11-30 00:54:38"
"52","6","757","1986-05-07 13:08:29"
"53","1","1250","1984-12-02 17:51:15"
"54","5","1765","2003-12-20 06:25:37"
"55","79","724","1993-01-03 00:58:45"
"56","84","1204","2020-04-24 09:55:50"
"57","17","738","1989-12-12 10:02:10"
"58","77","347","2007-03-04 19:02:54"
"59","98","1755","2018-06-16 11:16:56"
"60","55","437","2003-07-10 00:35:13"
"61","89","1344","1999-05-30 20:11:26"
"62","33","192","1977-10-17 08:54:25"
"63","42","1997","2013-04-24 16:53:41"
"64","5","1949","1974-03-15 06:00:51"
"65","33","445","1986-12-19 02:24:18"
"66","78","1104","1976-03-27 12:50:04"
"67","17","923","1973-12-12 05:06:10"
"68","58","610","2002-10-25 03:07:05"
"69","93","1469","1998-01-21 08:46:58"
"70","1","608","1980-08-12 22:46:26"
"71","61","641","1989-05-18 18:19:55"
"72","92","784","2014-09-16 05:37:43"
"73","7","1578","1996-03-21 16:03:43"
"74","25","982","2003-08-06 21:40:22"
"75","40","1738","1990-07-19 12:09:27"
"76","36","1267","1993-02-27 09:56:43"
"77","29","1770","1987-08-22 10:20:22"
"78","78","897","2016-06-06 03:57:49"
"79","0","694","1972-10-28 12:52:30"
"80","95","68","2015-06-09 12:13:26"
"81","19","1984","2006-03-05 13:40:02"
"82","61","151","1978-05-12 22:45:20"
"83","16","466","1990-04-28 03:56:20"
"84","71","1220","1971-12-30 09:24:36"
"85","42","629","1972-10-26 13:45:18"
"86","87","1174","2011-02-09 20:11:47"
"87","89","1535","2016-11-01 06:25:41"
"88","56","436","2020-07-04 03:46:43"
"89","88","1623","2020-05-13 12:35:26"
"90","50","1182","1991-06-30 19:48:53"
"91","26","371","2010-12-02 17:59:26"
"92","23","581","1976-01-15 08:24:10"
"93","4","1292","2007-04-05 05:37:26"
"94","94","245","1973-07-01 13:15:19"
"95","68","146","2014-02-15 02:49:41"
"96","44","53","2011-07-24 17:34:52"
"97","66","1196","2013-05-22 22:31:10"
"98","37","1025","1976-08-23 20:59:18"
"99","58","1679","2023-06-04 12:02:26"
"100","75","716","1993-03-27 02:32:11"
"101","35","1412","2010-08-01 15:14:07"
"102","87","748","2010-07-26 23:01:46"
"103","12","1741","1981-09-08 16:10:15"
"104","76","1335","1996-05-02 23:20:18"
"105","48","98","2002-03-05 23:58:43"
"106","67","300","1982-11-29 03:36:48"
"107","90","572","1984-03-11 03:29:13"
"108","25","961","1986-09-10 08:13:16"
"109","81","136","2008-09-28 09:46:37"
"110","43","852","1971-08-07 17:26:01"
"111","14","52","1986-02-07 13:35:53"
"112","97","1822","2002-06-05 06:00:37"
"113","80","1299","2021-11-06 01:10:07"
"114","52","841","1989-08-06 19:02:01"
"115","15","42","1979-11-30 19:23:58"
"116","92","1364","1974-07-13 23:15:54"
"117","62","1327","1970-06-21 14:29:06"
"118","81","219","2023-08-29 11:12:57"
"119","77","1285","2014-06-18 18:41:41"
"120","63","620","1982-01-27 04:29:26"
"121","35","513","1980-12-08 09:01:59"
"122","4","502","2009-09-01 03:07:33"
"123","24","885","2021-10-21 19:28:17"
"124","61","408","2010-05-24 23:42:34"
"125","17","1475","1978-01-27 09:59:32"
"126","39","85","2004-07-02 13:11:15"
"127","53","57","2023-03-18 05:31:30"
"128","75","476","2004-06-08 10:50:50"
"129","41","444","2020-11-14 18:25:48"
"130","83","949","2018-06-02 17:37:15"
"131","42","1473","1986-01-05 10:28:46"
"132","26","1128","2010-09-24 16:01:08"
"133","91","1769","2017-02-21 10:07:19"
"134","84","1240","2017-08-05 11:24:23"
"135","30","1662","2010-09-02 01:19:27"
"136","75","1498","2017-05-18 22:49:07"
"137","45","916","2001-09-25 16:44:44"
"138","61","1241","2018-01-28 15:13:42"
"139","66","1726","1973-02-25 07:34:08"
"140","70","562","2008-11-10 09:47:56"
"141","40","958","2013-09-08 11:36:43"
"142","38","1246","2014-12-19 10:08:23"
"143","44","1410","1973-09-25 13:17:15"
"144","43","1847","1998-04-20 03:50:38"
"145","86","1956","1979-11-10 22:55:27"
"146","72","1935","2010-12-24 22:15:39"
"147","59","76","1994-11-29 04:04:45"
"148","7","34","2005-08-17 04:39:24"
"149","23","507","2021-12-24 05:05:13"
"150","78","157","1996-07-03 23:29:16"
"151","28","1900","2019-08-29 18:23:02"
"152","8","631","1982-07-30 19:58:13"
"153","68","785","2015-10-19 20:32:45"
"154","5","217","2013-04-05 01:12:03"
"155","56","555","1980-12-01 13:15:01"
"156","7","1638","1995-03-16 00:12:20"
"157","99","1016","2000-02-14 21:16:08"
"158","61","1807","1976-06-28 17:08:34"
"159","59","307","1972-08-15 03:43:16"
"160","48","123","1986-03-20 12:38:02"
"161","76","1098","1981-01-17 22:59:39"
"162","63","850","1999-05-17 00:38:25"
"163","51","120","1984-08-05 10:18:26"
"164","61","1038","1998-08-21 21:55:06"
"165","83","1479","2003-11-06 06:59:54"
"166","31","1259","1979-05-22 00:11:02"
"167","94","1928","2000-04-17 04:31:48"
"168","19","1018","1977-09-30 11:47:09"
"169","24","1831","2021-08-19 15:50:14"
"170","68","497","1990-02-17 03:23:01"
"171","14","0","2008-11-28 04:05:03"
"172","22","1093","2006-10-12 07:18:15"
"173","59","930","1997-09-28 15:19:44"
"174","32","1646","1978-08-26 13:21:11"
"175","39","1883","2016-12-07 18:04:58"
"176","71","309","2010-06-02 13:18:16"
"177","8","323","1999-08-06 19:14:53"
"178","29","495","1975-01-27 18:57:25"
"179","82","470","1977-03-05 15:35:21"
"180","15","1758","2016-08-23 11:22:33"
"181","46","10","2011-04-04 01:29:37"
"182","56","1349","2002-04-11 19:38:45"
"183","82","305","1996-05-15 10:55:50"
"184","80","508","1980-07-28 00:15:08"
"185","80","1282","1975-09-28 02:33:54"
"186","7","624","2013-09-22 00:36:26"
"187","70","688","2002-11-17 15:00:01"
"188","19","243","1972-06-19 08:56:51"
"189","42","931","2023-09-01 14:34:55"
"190","88","829","2016-11-22 00:41:09"
"191","58","1880","1980-10-01 18:39:16"
"192","47","1969","1992-10-29 01:55:41"
"193","45","1265","1975-05-12 03:48:19"
"194","97","87","1992-01-29 11:22:27"
"195","66","1494","1970-12-10 06:31:14"
"196","22","1147","2014-06-10 13:39:08"
"197","86","406","2002-01-26 20:39:58"
"198","52","1008","1993-06-20 15:10:42"
"199","4","1024","2004-10-11 02:05:47"
"200","89","593","1990-12-15 11:35:03"
"201","91","1551","1991-12-25 04:29:57"
"202","0","1303","1970-09-20 13:15:59"
"203","71","263","1990-11-18 16:34:55"
"204","5","1602","1970-03-08 03:03:01"
"205","96","1708","1989-09-02 19:33:35"
"206","29","1842","2010-03-11 18:55:32"
"207","4","375","1974-10-29 22:54:40"
"208","21","862","1974-06-10 11:29:16"
"209","20","488","2002-11-02 08:22:15"
"210","89","692","2015-05-07 10:42:39"
"211","22","183","2014-07-30 17:54:40"
"212","25","378","2007-07-05 04:44:59"
"213","56","209","1982-04-04 04:12:32"
"214","26","389","1997-02-08 18:41:57"
"215","59","599","1972-09-25 01:33:13"
"216","76","1175","1985-04-29 07:18:04"
"217","82","1639","1987-01-19 07:35:34"
"218","31","1061","1983-03-06 06:02:33"
"219","4","417","2018-07-17 01:02:34"
"220","41","523","2005-01-26 07:47:00"
"221","7","1484","2013-02-19 12:26:32"
"222","43","27","2007-04-17 03:15:42"
"223","19","722","1981-08-24 18:25:34"
"224","84","1354","1993-02-23 22:22:19"
"225","71","917","2017-11-07 10:03:47"
"226","90","702","2010-02-09 06:16:37"
"227","25","1202","2009-10-23 21:59:22"
"228","9","789","1989-03-12 02:38:56"
"229","72","1612","2023-01-05 02:56:14"
"230","52","1655","2014-04-11 09:39:55"
"231","3","860","1988-10-11 14:23:04"
"232","52","1607","1995-09-25 10:54:03"
"233","68","1125","2016-07-29 07:42:07"
"234","41","1723","2010-05-12 01:21:51"
"235","97","278","2013-08-03 01:11:48"
"236","83","751","1976-02-07 14:51:55"
"237","39","1438","1973-01-24 15:31:12"
"238","89","1146","1975-05-19 05:39:39"
"239","68","596","1990-09-29 10:15:26"
"240","41","1957","2023-03-07 08:46:03"
"241","23","132","1992-11-01 23:48:47"
"242","7","573","2001-10-06 01:38:32"
"243","53","156","2020-11-21 08:06:33"
"244","5","1291","1977-09-18 20:48:59"
"245","68","1981","2013-05-09 18:10:28"
"246","68","1554","1988-05-22 22:37:38"
"247","37","1368","1991-11-15 17:41:35"
"248","95","964","1992-09-30 13:52:13"
"249","77","1806","1999-03-23 16:44:24"
"250","75","756","1999-10-21 21:20:31"
"251","89","75","2023-08-29 22:39:22"
"252","62","1194","1976-02-03 19:31:55"
"253","48","410","2008-10-03 12:22:28"
"254","44","1046","1985-10-12 18:42:44"
"255","23","1878","2015-06-04 19:08:48"
"256","52","687","2003-07-01 03:33:29"
"257","62","229","2004-07-07 05:42:08"
"258","23","1760","1999-01-17 18:13:47"
"259","52","71","1977-06-30 11:06:14"
"260","23","1804","1984-03-28 21:23:42"
"261","13","315","1986-12-08 22:42:48"
"262","18","1916","2005-07-09 14:09:04"
"263","1","544","1992-05-24 10:08:52"
"264","77","1549","1980-12-03 02:17:39"
"265","80","1796","2000-05-20 01:46:19"
"266","98","1115","2016-09-16 17:08:55"
"267","8","1359","1980-05-12 02:52:16"
"268","11","108","2017-12-02 20:06:29"
"269","14","1181","1976-05-12 21:25:53"
"270","30","365","1971-04-23 16:29:12"
"271","25","1461","1983-01-08 21:51:14"
"272","14","889","1989-03-29 09:51:03"
"273","19","1812","2016-11-01 05:38:50"
"274","15","1254","1981-10-10 17:07:42"
"275","2","114","2003-04-23 18:06:15"
"276","29","509","1993-10-31 17:50:15"
"277","91","1269","2018-04-15 13:52:49"
"278","35","1280","1982-02-20 16:41:06"
"279","17","730","2004-12-25 19:09:55"
"280","56","516","2014-04-19 23:37:42"
"281","49","391","1983-11-14 22:32:16"
"282","13","1950","1974-05-02 02:32:16"
"283","26","1268","1992-10-03 19:25:51"
"284","89","734","2015-02-26 01:28:00"
"285","45","1938","1973-08-22 19:50:43"
"286","86","536","2001-04-21 13:06:16"
"287","43","511","1978-08-06 10:02:42"
"288","48","816","2021-10-19 03:59:17"
"289","63","1604","1993-05-01 12:12:42"
"290","25","1433","2019-08-11 10:56:51"
"291","36","1701","1974-10-11 13:07:14"
"292","77","1926","1984-06-18 02:28:02"
"293","89","868","1980-06-05 12:35:38"
"294","39","1186","2004-04-04 11:44:28"
"295","46","1773","1979-08-28 05:36:00"
"296","49","805","1975-02-11 07:49:42"
"297","53","803","1983-03-01 09:35:55"
"298","30","1161","1990-10-16 14:53:15"
"299","74","1633","1987-08-31 20:14:13"
"300","3","772","1989-07-29 11:53:58"
"301","48","815","1995-08-25 13:18:30"
"302","67","1142","1986-04-24 04:19:32"
"303","41","787","2009-07-16 17:49:33"
"304","76","1162","1989-11-18 09:05:16"
"305","55","1543","1999-10-22 11:09:43"
"306","9","1976","2020-12-08 22:52:04"
"307","17","1123","1985-05-06 02:47:15"
"308","22","662","1990-02-25 07:15:18"
"309","80","1667","1991-10-17 00:13:01"
"310","16","963","1982-12-21 05:56:44"
"311","95","847","1981-06-23 01:21:41"
"312","12","1797","2020-03-12 22:49:52"
"313","79","200","2020-04-21 20:41:08"
"314","1","1968","2004-08-27 01:30:52"
"315","84","1329","2021-06-25 20:00:22"
"316","47","271","1975-06-04 10:31:50"
"317","80","150","1987-04-18 01:39:11"
"318","56","1337","2000-01-25 09:39:34"
"319","79","1160","1989-01-24 13:24:09"
"320","76","590","1980-03-12 16:11:35"
"321","6","205","2016-03-10 23:10:09"
"322","89","51","2002-11-10 15:18:50"
"323","69","1169","2013-10-19 19:56:21"
"324","4","598","1993-03-19 13:50:15"
"325","0","1830","2006-03-06 19:38:31"
"326","16","936","1990-07-29 09:44:13"
"327","76","535","2015-07-02 06:30:17"
"328","6","896","1979-12-31 23:10:45"
"329","74","1073","1973-09-24 18:48:16"
"330","55","1331","2008-01-02 05:12:25"
"331","3","118","2020-09-11 08:11:35"
"332","39","1794","1974-06-03 06:34:44"
"333","26","328","1973-03-02 04:32:21"
"334","73","1297","1977-07-22 13:53:14"
"335","4","105","1971-06-14 07:37:42"
"336","97","1048","2001-09-09 14:31:13"
"337","70","1214","1971-03-01 23:39:47"
"338","11","191","1985-11-29 05:20:24"
"339","30","1482","1995-03-08 01:27:57"
"340","91","644","2019-02-16 10:29:12"
"341","92","415","1976-04-24 18:39:16"
"342","82","1510","2013-05-01 05:09:52"
"343","84","1434","1989-07-02 15:21:33"
"344","9","1697","1993-12-15 20:40:17"
"345","56","1692","1976-03-19 18:21:40"
"346","95","576","1993-06-12 19:21:17"
"347","29","721","1985-11-26 20:27:41"
"348","17","505","1973-05-21 02:52:14"
"349","6","1779","1972-07-09 22:30:40"
"350","20","1483","2020-01-17 00:49:42"
"351","50","611","1977-01-10 15:38:18"
"352","45","773","2001-02-08 16:32:51"
"353","86","1761","2001-03-13 19:49:06"
"354","33","429","1973-09-06 09:00:28"
"355","29","1324","1973-07-25 17:42:45"
"356","73","615","2012-11-17 15:54:05"
"357","54","579","2009-08-04 23:13:00"
"358","72","1094","2016-05-29 22:55:54"
"359","91","428","2001-01-09 19:06:55"
"360","0","1358","1993-09-10 05:12:42"
"361","89","47","1981-08-16 18:30:13"
"362","45","439","1983-03-29 08:30:11"
"363","30","1075","1981-10-04 13:45:01"
"364","10","838","1974-05-16 06:21:55"
"365","76","407","2009-09-02 10:52:26"
"366","9","1213","2009-01-05 21:27:26"
"367","98","1255","2015-02-10 05:53:42"
"368","67","464","2009-02-18 16:01:36"
"369","41","632","1984-07-13 19:07:48"
